172.10.1.13,239.255.255.250,15,2975,0.0,6,2013-04-03T06:36:19.000Z,2013-04-03T06:36:27.000Z,15
172.30.1.204,239.255.255.250,8,1750,0.0,6,2013-04-03T06:36:13.000Z,2013-04-03T06:36:20.000Z,8
172.30.2.86,172.0.0.1,1,540,0.0,2,2013-04-03T06:36:09.000Z,2013-04-03T06:36:09.000Z,1
172.30.1.246,172.0.0.1,29,2610,90.0,0,2013-04-03T00:26:46.000Z,2013-04-03T23:06:00.000Z,29
172.30.1.51,239.255.255.250,16,3850,0.0,18,2013-04-03T06:35:22.000Z,2013-04-03T06:44:08.000Z,16
172.10.1.35,172.0.0.1,1,270,0.0,0,2013-04-03T06:36:21.000Z,2013-04-03T06:36:21.000Z,1
172.20.1.91,239.255.255.250,19,3675,0.0,6,2013-04-03T06:36:50.000Z,2013-04-03T06:36:59.000Z,19
172.20.1.249,239.255.255.250,2,700,0.0,6,2013-04-03T06:37:17.000Z,2013-04-03T06:37:23.000Z,2
172.10.1.232,172.0.0.1,30,3060,102.0,48,2013-04-03T01:31:31.000Z,2013-04-03T22:53:36.000Z,30
172.10.1.238,239.255.255.250,2,700,0.0,6,2013-04-03T06:36:44.000Z,2013-04-03T06:36:51.000Z,2
172.10.2.137,172.0.0.1,28,2520,80.35714285714286,0,2013-04-03T01:10:48.000Z,2013-04-03T23:15:00.000Z,28
172.30.1.131,10.0.0.5,83,37545,630.6987951807229,2,2013-04-03T06:48:00.000Z,2013-04-03T12:01:20.000Z,83
172.30.1.200,10.0.0.6,70,31548,628.9142857142857,2,2013-04-03T06:48:03.000Z,2013-04-03T12:02:30.000Z,70
172.30.1.115,10.0.0.14,71,32126,625.7183098591549,2,2013-04-03T06:48:05.000Z,2013-04-03T11:49:25.000Z,71
172.30.2.145,10.0.0.8,61,26564,608.4918032786885,5,2013-04-03T06:48:09.000Z,2013-04-03T12:12:36.000Z,61
172.30.1.112,10.0.0.5,72,32562,631.25,19,2013-04-03T06:48:09.000Z,2013-04-03T11:44:06.000Z,72
172.30.1.239,10.0.0.11,120,53980,623.4166666666666,0,2013-04-03T06:49:20.000Z,2013-04-03T14:51:26.000Z,120
172.20.1.246,10.0.0.13,111,50348,615.3423423423424,58,2013-04-03T06:49:22.000Z,2013-04-03T15:03:48.000Z,111
172.30.2.146,10.0.0.10,68,30480,622.8970588235294,7,2013-04-03T06:48:46.000Z,2013-04-03T12:06:50.000Z,68
172.10.1.151,10.1.0.76,64,29414,632.15625,17,2013-04-03T06:48:37.000Z,2013-04-03T14:59:43.000Z,64
172.10.0.6,172.20.1.35,13,962,0.0,0,2013-04-03T04:21:38.000Z,2013-04-03T23:17:53.000Z,13
172.10.1.10,10.1.0.77,105,47562,626.5333333333333,2,2013-04-03T06:48:33.000Z,2013-04-03T14:54:28.000Z,105
172.30.1.196,10.0.0.8,75,33759,622.1333333333333,33,2013-04-03T06:48:36.000Z,2013-04-03T12:03:52.000Z,75
172.30.1.252,10.0.0.6,113,51446,622.8672566371681,34,2013-04-03T06:48:38.000Z,2013-04-03T15:09:51.000Z,113
172.30.2.147,10.0.0.5,94,39931,579.8510638297872,211,2013-04-03T06:48:41.000Z,2013-04-03T12:12:37.000Z,94
172.10.1.63,10.0.0.8,116,52124,612.6724137931035,33,2013-04-03T06:48:42.000Z,2013-04-03T14:53:43.000Z,116
172.10.1.87,10.0.0.9,106,48705,631.4905660377359,15,2013-04-03T06:49:25.000Z,2013-04-03T14:48:44.000Z,106
172.10.2.122,10.0.0.7,120,51426,630.65,22,2013-04-03T06:49:25.000Z,2013-04-03T15:17:44.000Z,120
172.20.1.3,10.0.0.6,66,29162,613.6666666666666,9,2013-04-03T06:49:27.000Z,2013-04-03T11:35:05.000Z,66
172.30.2.74,10.0.0.11,92,41422,624.945652173913,43,2013-04-03T06:48:21.000Z,2013-04-03T12:12:37.000Z,92
172.10.1.72,10.1.0.75,100,45485,622.58,21,2013-04-03T06:48:22.000Z,2013-04-03T15:06:17.000Z,100
172.10.0.6,172.10.2.105,2,148,0.0,0,2013-04-03T06:48:25.000Z,2013-04-03T18:16:30.000Z,2
172.10.1.3,10.0.0.13,112,51768,623.6964285714286,59,2013-04-03T06:49:09.000Z,2013-04-03T15:02:53.000Z,112
172.10.1.143,10.0.0.14,71,32694,633.0,5,2013-04-03T06:49:12.000Z,2013-04-03T15:07:49.000Z,71
172.10.1.70,10.1.0.77,122,55572,628.2540983606557,9,2013-04-03T06:49:13.000Z,2013-04-03T15:05:59.000Z,122
172.20.1.67,10.0.0.7,72,32670,632.0,3,2013-04-03T06:49:13.000Z,2013-04-03T11:04:24.000Z,72
172.10.1.36,10.1.0.77,126,57054,627.9761904761905,8,2013-04-03T06:49:14.000Z,2013-04-03T15:14:20.000Z,126
172.10.2.63,10.0.0.10,105,45714,628.0761904761905,52,2013-04-03T06:49:35.000Z,2013-04-03T15:10:29.000Z,105
172.30.1.236,10.0.0.8,104,47124,626.5192307692307,9,2013-04-03T06:48:57.000Z,2013-04-03T15:09:00.000Z,104
172.10.1.12,10.0.0.14,105,48306,631.9714285714285,22,2013-04-03T06:49:01.000Z,2013-04-03T14:56:16.000Z,105
172.10.1.156,10.0.0.5,70,32801,624.6285714285714,31,2013-04-03T06:49:01.000Z,2013-04-03T15:12:28.000Z,70
172.30.1.100,10.0.0.8,72,32392,621.7222222222222,114,2013-04-03T06:51:20.000Z,2013-04-03T12:13:46.000Z,72
172.30.1.174,10.0.0.13,75,34104,631.56,34,2013-04-03T06:50:41.000Z,2013-04-03T11:44:35.000Z,75
172.30.2.70,10.0.0.9,91,40433,616.2417582417582,101,2013-04-03T06:49:52.000Z,2013-04-03T12:12:37.000Z,91
172.10.1.187,10.1.0.77,67,30648,632.1940298507462,7,2013-04-03T06:49:56.000Z,2013-04-03T15:17:38.000Z,67
172.20.2.65,10.0.0.10,70,31550,632.1142857142858,11,2013-04-03T06:49:59.000Z,2013-04-03T11:11:02.000Z,70
172.30.2.62,10.0.0.12,84,36774,605.25,147,2013-04-03T06:49:59.000Z,2013-04-03T12:12:37.000Z,84
172.20.1.62,10.0.0.5,65,29553,617.7846153846153,29,2013-04-03T06:50:01.000Z,2013-04-03T11:08:07.000Z,65
172.30.2.64,10.0.0.6,81,33933,578.5185185185185,129,2013-04-03T06:49:48.000Z,2013-04-03T12:12:37.000Z,81
172.10.1.230,10.0.0.9,100,45824,630.92,24,2013-04-03T06:49:47.000Z,2013-04-03T15:16:05.000Z,100
172.10.1.231,10.0.0.13,90,40418,618.4222222222222,5,2013-04-03T06:49:47.000Z,2013-04-03T15:09:18.000Z,90
172.10.1.14,10.0.0.5,115,52553,627.9826086956522,29,2013-04-03T06:49:48.000Z,2013-04-03T15:15:12.000Z,115
172.10.2.61,10.0.0.13,88,37992,632.3863636363636,3,2013-04-03T06:49:52.000Z,2013-04-03T15:08:47.000Z,88
172.10.0.6,172.30.1.186,4,296,0.0,0,2013-04-03T02:18:21.000Z,2013-04-03T05:28:36.000Z,4
172.10.0.5,172.255.255.255,1,276,0.0,1,2013-04-03T02:59:12.000Z,2013-04-03T02:59:12.000Z,1
172.10.1.215,10.0.0.14,107,49128,627.1588785046729,37,2013-04-03T06:50:17.000Z,2013-04-03T14:32:15.000Z,107
172.20.1.2,10.0.0.13,67,30364,630.5820895522388,3,2013-04-03T06:50:36.000Z,2013-04-03T11:09:31.000Z,67
172.30.2.109,10.0.0.9,71,31880,621.5774647887324,96,2013-04-03T06:50:37.000Z,2013-04-03T12:12:37.000Z,71
172.20.2.92,10.0.0.11,63,28656,629.5714285714286,9,2013-04-03T06:50:48.000Z,2013-04-03T11:09:13.000Z,63
172.30.1.171,10.0.0.6,76,34670,629.1578947368421,11,2013-04-03T06:50:25.000Z,2013-04-03T12:00:42.000Z,76
172.10.1.130,10.0.0.8,73,33252,626.7123287671233,23,2013-04-03T06:50:57.000Z,2013-04-03T15:05:33.000Z,73
172.10.1.127,10.0.0.6,74,33980,631.2702702702703,6,2013-04-03T06:51:00.000Z,2013-04-03T15:07:22.000Z,74
172.30.2.113,10.0.0.7,66,29054,603.3939393939394,10,2013-04-03T06:52:19.000Z,2013-04-03T12:12:37.000Z,66
172.30.1.77,10.0.0.6,96,43213,628.5416666666666,138,2013-04-03T06:51:41.000Z,2013-04-03T12:12:13.000Z,96
172.30.1.185,10.0.0.13,85,38144,617.6588235294117,31,2013-04-03T06:52:26.000Z,2013-04-03T12:02:44.000Z,85
172.30.2.93,10.0.0.13,66,28060,578.6212121212121,160,2013-04-03T06:53:02.000Z,2013-04-03T12:12:37.000Z,66
172.30.1.38,10.0.0.8,75,34495,632.72,19,2013-04-03T06:52:11.000Z,2013-04-03T12:12:29.000Z,75
172.10.1.56,10.0.0.10,108,49516,628.1388888888889,42,2013-04-03T06:52:13.000Z,2013-04-03T15:15:19.000Z,108
172.20.1.82,10.0.0.12,79,35412,624.9873417721519,4,2013-04-03T06:52:18.000Z,2013-04-03T11:29:03.000Z,79
172.10.1.199,10.0.0.6,71,32458,630.4788732394367,12,2013-04-03T06:54:00.000Z,2013-04-03T15:18:35.000Z,71
172.30.1.65,10.1.0.75,66,29910,631.3636363636364,3,2013-04-03T06:55:14.000Z,2013-04-03T12:09:26.000Z,66
172.20.1.16,10.0.0.7,63,28485,631.1428571428571,2,2013-04-03T06:53:20.000Z,2013-04-03T11:08:06.000Z,63
172.10.1.110,10.0.0.8,69,31311,630.4347826086956,6,2013-04-03T06:53:03.000Z,2013-04-03T15:10:07.000Z,69
172.10.2.49,10.0.0.14,117,50408,627.5213675213676,28,2013-04-03T06:53:34.000Z,2013-04-03T15:11:42.000Z,117
172.20.1.56,10.0.0.12,49,22422,623.5510204081633,16,2013-04-03T06:54:00.000Z,2013-04-03T11:14:07.000Z,49
172.10.1.160,10.1.0.76,67,30594,631.3880597014926,12,2013-04-03T06:53:41.000Z,2013-04-03T14:54:58.000Z,67
172.30.2.51,10.0.0.8,79,34374,605.2658227848101,104,2013-04-03T06:55:07.000Z,2013-04-03T12:12:36.000Z,79
172.30.1.185,10.0.0.9,77,34336,622.4935064935065,7,2013-04-03T06:55:42.000Z,2013-04-03T12:02:06.000Z,77
172.20.1.63,10.0.0.6,64,28938,631.15625,1,2013-04-03T06:56:15.000Z,2013-04-03T11:12:33.000Z,64
172.10.2.115,10.0.0.6,103,45007,632.0,22,2013-04-03T06:57:34.000Z,2013-04-03T15:08:26.000Z,103
172.30.1.184,10.0.0.6,70,31772,629.5714285714286,9,2013-04-03T06:57:05.000Z,2013-04-03T12:05:33.000Z,70
172.30.1.106,10.0.0.14,75,33950,624.6666666666666,5,2013-04-03T06:58:06.000Z,2013-04-03T12:05:33.000Z,75
172.30.1.121,10.0.0.5,68,30890,615.7941176470588,17,2013-04-03T06:57:42.000Z,2013-04-03T11:46:29.000Z,68
172.10.1.19,10.0.0.13,126,57264,627.9761904761905,5,2013-04-03T07:00:16.000Z,2013-04-03T15:08:14.000Z,126
172.30.1.59,10.0.0.8,62,27695,620.0645161290323,58,2013-04-03T07:01:58.000Z,2013-04-03T12:13:50.000Z,62
172.20.0.4,172.20.1.102,24,1525818,0.0,95,2013-04-03T07:30:19.000Z,2013-04-03T07:57:31.000Z,24
10.0.0.13,172.30.1.61,1,54,0.0,0,2013-04-03T09:36:45.000Z,2013-04-03T09:36:45.000Z,1
10.1.0.76,172.30.2.115,1,571,108.0,0,2013-04-03T09:38:36.000Z,2013-04-03T09:38:36.000Z,1
10.0.0.11,172.30.1.245,3,1837,297.3333333333333,0,2013-04-03T09:45:12.000Z,2013-04-03T11:27:32.000Z,3
10.0.0.7,172.10.2.105,1,632,367.0,0,2013-04-03T09:52:23.000Z,2013-04-03T09:52:23.000Z,1
10.0.0.7,172.20.2.103,2,1202,249.5,0,2013-04-03T09:53:28.000Z,2013-04-03T10:17:34.000Z,2
10.0.0.13,172.10.2.86,1,633,368.0,0,2013-04-03T09:56:53.000Z,2013-04-03T09:56:53.000Z,1
